id,humor_rating
9265,1.9274617
9266,2.273817
9267,2.0068867
9268,1.8609394
9269,2.2481945
9270,2.1050134
9271,1.9271674
9272,2.2474856
9273,2.0637364
9274,1.6715307
9275,1.7187266
9276,2.3835003
9277,2.101284
9278,1.5936376
9279,1.910471
9280,2.3252702
9281,2.0604231
9282,2.156325
9283,1.35551
9284,2.0815432
9285,1.5402368
9286,2.1235209
9287,2.170262
9288,2.2705288
9289,2.012378
9290,2.327561
9291,2.359824
9292,2.084393
9293,1.9604951
9294,1.8246151
9295,2.328139
9296,2.3311126
9297,2.088581
9298,1.9956957
9299,2.3749304
9300,2.4027061
9301,2.3823595
9302,1.6084327
9303,2.0196779
9304,1.6459479
9305,1.9608481
9306,2.258472
9307,1.6728185
9308,2.15386
9309,2.0691912
9310,2.2264097
9311,2.2585032
9312,2.1192288
9313,1.9923339
9314,1.9898502
9315,2.2020996
9316,2.6130524
9317,2.2323253
9318,1.982715
9319,2.2019064
9320,1.7280542
9321,2.468148
9322,1.8811182
9323,2.5286255
9324,1.609595
9325,2.2389414
9326,2.168226
9327,2.0928426
9328,2.1098611
9329,1.8768523
9330,1.9983464
9331,2.2341874
9332,2.264049
9333,1.8721253
9334,1.9978405
9335,2.253402
9336,2.1281648
9337,2.5341797
9338,2.165791
9339,1.9672949
9340,2.1416721
9341,1.8839245
9342,2.206488
9343,2.0225031
9344,1.8967923
9345,2.0066695
9346,2.1092403
9347,1.7907308
9348,1.790811
9349,2.139556
9350,2.0307868
9351,2.0977316
9352,2.125188
9353,2.0054507
9354,1.6030203
9355,2.09107
9356,1.9340706
9357,2.1070242
9358,1.8347759
9359,2.516806
9360,2.1740675
9361,2.3684318
9362,1.9281895
9363,2.283388
9364,2.301081
9365,2.131345
9366,1.8912383
9367,2.1555161
9368,2.347594
9369,1.7396896
9370,2.0309777
9371,1.6564901
9372,1.9888599
9373,1.8275117
9374,2.32733
9375,1.7713667
9376,1.5136052
9377,2.0547926
9378,2.203932
9379,1.9182942
9380,2.553336
9381,2.1784863
9382,2.3966677
9383,2.2566278
9384,2.4221206
9385,1.9868265
9386,2.1317165
9387,1.8281236
9388,2.0019734
9389,2.1120248
9390,2.2573032
9391,1.5202692
9392,2.131936
9393,1.9082572
9394,2.1705043
9395,1.9831529
9396,1.8396103
9397,2.1553438
9398,1.9534063
9399,2.2661386
9400,1.7583631
9401,1.6536924
9402,2.3642187
9403,2.0692704
9404,2.2971942
9405,2.0220144
9406,2.1519156
9407,2.0206032
9408,1.9210192
9409,1.783005
9410,1.5847627
9411,2.434315
9412,1.7696708
9413,1.8025042
9414,2.1453333
9415,2.2367606
9416,2.4059477
9417,2.239732
9418,2.1803951
9419,2.377868
9420,2.4161303
9421,1.8919126
9422,2.2467444
9423,2.0260446
9424,1.620336
9425,2.5555823
9426,2.6011844
9427,1.6271156
9428,1.825549
9429,1.7625413
9430,2.2399495
9431,1.9669665
9432,1.9739884
9433,2.1041336
9434,1.8587272
9435,1.8511138
9436,2.2999084
9437,2.2278793
9438,1.9891032
9439,2.0945337
9440,2.3305085
9441,2.2078369
9442,1.8291935
9443,2.284235
9444,2.0448282
9445,2.1300275
9446,2.3308978
9447,1.7511157
9448,2.1488762
9449,2.2568293
9450,1.7266581
9451,2.1367931
9452,1.9817744
9453,2.311668
9454,2.28048
9455,2.3188782
9456,2.1932662
9457,2.1373029
9458,1.9855528
9459,1.7799652
9460,1.8127999
9461,1.9789877
9462,2.3447785
9463,1.7986624
9464,2.1027312
9465,2.1559436
9466,2.371468
9467,1.9247708
9468,2.0750256
9469,1.7191719
9470,2.4974525
9471,2.4381542
9472,2.015148
9473,1.5598422
9474,1.6826653
9475,1.9090863
9476,2.1519837
9477,2.0384583
9478,2.11861
9479,2.2661753
9480,2.2650518
9481,2.4138644
9482,2.4605186
9483,2.1971264
9484,1.8766676
9485,2.0814698
9486,1.9360609
9487,2.121276
9488,2.2405818
9489,1.950106
9490,2.1010683
9491,2.2445428
9492,2.1758628
9493,2.3249063
9494,2.3430746
9495,1.8408531
9496,2.2433538
9497,2.116065
9498,1.9534601
9499,1.7450984
9500,2.2835042
9501,2.4314048
9502,2.399516
9503,2.3116095
9504,2.5722024
9505,1.8576744
9506,1.6847516
9507,2.127041
9508,1.6007359
9509,2.246902
9510,2.2711587
9511,2.0578227
9512,1.9967916
9513,1.4877354
9514,2.3389406
9515,1.9889266
9516,1.7594887
9517,2.1897693
9518,1.9878075
9519,1.6956035
9520,2.325799
9521,1.8779907
9522,2.079444
9523,2.4172592
9524,2.293972
9525,2.461048
9526,2.0828197
9527,2.550066
9528,1.8051846
9529,2.223233
9530,1.8057057
9531,1.9425256
9532,2.1614752
9533,1.9784203
9534,2.1310372
9535,2.3060265
9536,1.6888252
9537,1.6680924
9538,2.2572114
9539,2.1072671
9540,1.9314018
9541,1.7223469
9542,2.581384
9543,2.1816683
9544,2.2357419
9545,2.243827
9546,1.8467602
9547,1.9209377
9548,1.7424437
9549,2.3010347
9550,1.997011
9551,2.4203262
9552,2.4194922
9553,2.2054486
9554,2.1999512
9555,2.0407047
9556,2.2843559
9557,1.9775865
9558,2.364598
9559,2.0080001
9560,2.1253655
9561,2.0826821
9562,1.8064154
9563,2.2960982
9564,2.0977144
9565,2.3162804
9566,2.0802577
9567,2.4135988
9568,1.81765
9569,1.7935952
9570,1.9354079
9571,2.079287
9572,1.9840001
9573,1.9193003
9574,2.308688
9575,1.9804837
9576,1.5670967
9577,2.3209865
9578,2.288608
9579,2.3735597
9580,2.0254352
9581,2.0974987
9582,2.0940118
9583,1.9876543
9584,1.9860027
9585,2.4244087
9586,2.0915854
9587,2.1762154
9588,2.2784383
9589,1.8946936
9590,2.2283144
9591,2.4112096
9592,2.236282
9593,1.9351584
9594,1.9103472
9595,2.524714
9596,2.3612604
9597,2.3569021
9598,2.237778
9599,1.8543434
9600,2.0920978
9601,1.8345314
9602,2.0651734
9603,2.1829305
9604,2.4409115
9605,2.4588706
9606,2.260002
9607,2.2205915
9608,2.025615
9609,1.8706027
9610,2.3928616
9611,2.1196566
9612,2.3253624
9613,1.714868
9614,2.0883374
9615,2.1291492
9616,1.9858934
9617,2.2833092
9618,1.850148
9619,1.9450896
9620,1.8356291
9621,2.328305
9622,2.2609367
9623,1.5795085
9624,2.330378
9625,2.2529678
9626,2.0964913
9627,1.9883081
9628,1.9775081
9629,2.0033522
9630,2.3321185
9631,2.1718802
9632,2.3594813
9633,2.0586944
9634,2.3933246
9635,1.8807507
9636,1.9573461
9637,2.108917
9638,1.6948806
9639,2.0208743
9640,2.154715
9641,2.2568665
9642,2.0606947
9643,1.8103553
9644,1.827285
9645,2.0160096
9646,2.0489395
9647,1.8577523
9648,2.301671
9649,2.153231
9650,1.93747
9651,1.9499979
9652,1.7907516
9653,1.8552943
9654,2.1418092
9655,1.4251564
9656,2.1798525
9657,2.1679282
9658,2.3053296
9659,1.9061701
9660,2.2438958
9661,2.0512464
9662,2.3181703
9663,1.9935462
9664,2.0279994
9665,2.2940462
9666,2.3622
9667,2.1642613
9668,2.1799912
9669,1.7971091
9670,2.2816133
9671,1.9741539
9672,2.1460257
9673,2.0709653
9674,1.7662992
9675,2.1061695
9676,2.2721298
9677,2.1617498
9678,2.3145878
9679,2.2271624
9680,1.7336032
9681,1.6245179
9682,2.5118954
9683,1.8644594
9684,1.786143
9685,2.1707592
9686,1.8075429
9687,2.316938
9688,2.0441837
9689,2.038948
9690,2.067356
9691,1.9439641
9692,2.1782813
9693,2.097069
9694,2.1860583
9695,2.1851778
9696,1.773229
9697,2.1308272
9698,2.1610131
9699,1.9355962
9700,1.9468273
9701,2.259998
9702,1.7722994
9703,2.0744686
9704,2.0804112
9705,2.2955644
9706,2.1271615
9707,2.0000062
9708,1.8987657
9709,2.2056932
9710,2.1885471
9711,2.2308033
9712,2.378149
9713,2.216905
9714,1.7599461
9715,2.1088815
9716,2.1229327
9717,2.0077922
9718,1.9709193
9719,2.410374
9720,1.8401824
9721,2.5956838
9722,1.7274532
9723,2.3088405
9724,2.4620464
9725,2.3695772
9726,2.1157708
9727,2.1539104
9728,1.8609569
9729,2.1522224
9730,2.364711
9731,2.0872023
9732,2.2594743
9733,1.9329445
9734,1.7201126
9735,2.0371897
9736,2.235598
9737,1.8388239
9738,2.4615138
9739,1.9095991
9740,2.0761375
9741,1.9276274
9742,2.0613735
9743,2.1978307
9744,2.1659057
9745,1.8739007
9746,2.0708942
9747,2.421495
9748,2.1682656
9749,2.003784
9750,1.9870461
9751,1.9007107
9752,1.6887541
9753,1.8418194
9754,2.2932522
9755,2.1960075
9756,1.8872869
9757,2.2028663
9758,1.9490767
9759,2.4560676
9760,2.2329795
9761,2.1323175
9762,1.7213008
9763,2.2415059
9764,2.2056746
9765,2.006704
9766,2.1399958
9767,2.0830646
9768,2.188123
9769,1.6454558
9770,2.3170526
9771,2.486923
9772,2.116935
9773,2.4874394
9774,2.1603298
9775,2.2443125
9776,2.1848445
9777,1.6777376
9778,2.0582952
9779,2.0476198
9780,1.8894447
9781,2.035342
9782,2.3006685
9783,2.4200628
9784,2.0268652
9785,1.8253125
9786,2.4408402
9787,2.187652
9788,2.2571244
9789,2.168286
9790,2.405745
9791,2.2034886
9792,1.9871866
9793,1.8534094
9794,1.9721103
9795,2.4699001
9796,2.5505738
9797,1.7202444
9798,2.226227
9799,2.6161454
9800,2.2263775
9801,1.8884559
9802,2.4046364
9803,2.2495666
9804,2.3042881
9805,1.9885606
9806,2.2574506
9807,2.2321358
9808,2.215698
9809,2.2640676
9810,2.072576
9811,2.1086044
9812,2.3319046
9813,2.447742
9814,2.0318542
9815,2.4796643
9816,2.4427536
9817,2.1535532
9818,2.2683702
9819,1.4737413
9820,2.1146166
9821,2.374127
9822,1.9100934
9823,2.1927807
9824,2.3127153
9825,2.2534618
9826,2.2637312
9827,1.8932495
9828,1.7495033
9829,2.4656477
9830,2.1979237
9831,1.703346
9832,2.2188416
9833,1.7905431
9834,2.2955832
9835,2.402343
9836,2.2946756
9837,2.2737515
9838,2.312682
9839,1.5426271
9840,1.7624792
9841,2.088101
9842,2.1274464
9843,2.1146274
9844,2.1050835
9845,2.0308235
9846,2.3636
9847,2.092371
9848,2.3312554
9849,2.043498
9850,2.5908175
9851,2.0166829
9852,2.116458
9853,1.9968389
9854,2.1347373
9855,1.8662579
9856,2.176153
9857,2.399196
9858,2.0949543
9859,1.9765089
9860,2.4196281
9861,2.0150445
9862,2.2703004
9863,1.9804018
9864,2.1832223
9865,2.030946
9866,2.2384038
9867,2.033826
9868,2.1629035
9869,2.3995914
9870,2.4701946
9871,2.0396688
9872,2.159216
9873,1.8206947
9874,1.5688277
9875,2.109174
9876,2.075629
9877,2.0700042
9878,2.1095235
9879,2.2544305
9880,2.2074358
9881,2.1885908
9882,2.1777344
9883,2.148863
9884,1.9643978
9885,1.8440248
9886,2.527254
9887,1.9721308
9888,2.1507554
9889,1.9913176
9890,2.4542775
9891,2.0443795
9892,1.7269344
9893,1.9220859
9894,2.2254827
9895,2.118489
9896,1.8851284
9897,2.3297462
9898,1.888107
9899,2.0106392
9900,1.9632404
9901,2.0907688
9902,2.0174816
9903,1.7025877
9904,1.7789786
9905,2.2553043
9906,2.0417442
9907,2.4452114
9908,2.097105
9909,2.4158738
9910,2.5723817
9911,2.1237223
9912,1.8270913
9913,2.0412962
9914,2.211582
9915,1.9997121
9916,2.0797164
9917,2.139578
9918,1.961298
9919,2.0470464
9920,2.0862305
9921,1.9505293
9922,2.063632
9923,2.168832
9924,1.6259536
9925,1.6755245
9926,2.118618
9927,2.428071
9928,2.1047094
9929,2.1480186
9930,2.1730185
9931,2.4753926
9932,1.938838
9933,2.3147595
9934,2.1638532
9935,2.1015375
9936,1.6889371
9937,2.1162372
9938,1.9617982
9939,2.3181593
9940,1.7133363
9941,2.358802
9942,2.3723316
9943,2.5114741
9944,1.5891609
9945,2.3047335
9946,2.4711514
9947,2.0895967
9948,2.1426296
9949,2.0746114
9950,2.0797544
9951,2.2741745
9952,2.0728219
9953,1.9730692
9954,2.3203332
9955,1.964244
9956,2.1501498
9957,1.9225646
9958,2.121684
9959,2.1155632
9960,2.1916683
9961,2.050965
9962,1.800549
9963,2.1166358
9964,2.3348095
9965,2.1173837
9966,1.931914
9967,2.0228274
9968,1.827032
9969,2.4203982
9970,2.1706872
9971,2.0690875
9972,2.0999258
9973,1.7014341
9974,2.015586
9975,2.198166
9976,1.9668177
9977,2.2048147
9978,1.7892509
9979,2.2406914
9980,2.471407
9981,2.4819565
9982,2.1256232
9983,1.6999083
9984,1.7677052
9985,2.2106495
9986,2.106607
9987,1.8010931
9988,2.0475078
9989,1.8201748
9990,2.1230574
9991,1.8679352
9992,1.9412905
9993,2.1546988
9994,2.3094563
9995,2.1558716
9996,1.5672456
9997,2.3220718
9998,1.6887028
9999,2.2845242
10000,2.2787738
