id	text	is_humor	humor_rating	humor_controversy	offense_rating
233	Golfer A: I got a number of golf clubs for my wife. Golfers B: Good trade! 	1	2.74	0.0	0.3
235	Which sex position generates the ugliest children? Ask your mother. 	1	2.25	0.0	1.7
239	Do not you think that if people take the hyphen from a smiley, it looks like someone with down syndrome :) 	1	1.11	0.0	4.05
241	Me: What does Ama-Friend mean: Ask me everything I: What does Ama mean? 	1	2.44	0.0	0.15
242	What do you call a fun mexican herb? Silyantro 	1	1.89	0.0	1.0
244	What is the difference between a Caucasian and an Asian? The Cauc. 	1	2.15	0.0	1.7
245	How do you call an Irishman who is talking about walls? Rick O'Hea. 	1	2.35	1.0	0.5
246	What did Mick Jagger said the guy who hacked into his Dropbox account? .. Hey! You! Get off my cloud! 	1	2.63	1.0	0.0
250	If you felt there with you, consider the compliment. She is now comfortable with you. 	1	1.94	0.0	0.2
253	You know what they say ... as soon as they go black ... they are a single mother. 	1	2.05	1.0	3.35
254	It's funny as I can come with the funniest things 	1	2.42	1.0	0.3
255	Two condoms go with a gay bar ... on the other, "Do you want to go in and shit?" 	1	1.65	0.0	1.8
259	Hey grandson, what's the name of this German man who makes me crazy? Alzheimer, grandma, Alzheimer ... 	1	2.42	0.0	1.25
262	How do you call a black man who flies an airplane? The pilot. 	1	1.88	1.0	1.1
263	How can you tell the inventor of the toothbrush of West Virginia? If he were different from somewhere, it would be called as a toothbrush. 	1	2.55	1.0	1.4
265	What did the amputee said to his mother when he learned to drive a bike? Look for ma, no hands! 	1	2.45	0.0	1.85
266	I killed a feminist today and when she slotted on the ground, she shrieked "Someone calls the bulls, in other words .... Get some" men "to help me! 	1	1.65	1.0	3.5
267	I was blocked by the game of Throne Twitter account because I said that I'm rooted for the white hikers because they are white. 	1	2.06	1.0	1.25
269	Duck Dynasty Guy is legal 	1	2.5	1.0	2.0
270	I accidentally put my wallet last night in the freezer. Was really a good job, I needed something cold hard money! 	1	2.45	0.0	0.0
271	How do you call an Ethiopian with a dog? Stupid. 	1	1.0	0.0	3.2
272	I'm only drinking on days with "T". Tuesday, Thursday, today and tomorrow 	1	2.85	0.0	0.0
273	Why are only 10% of men make the sky? Because if they all went, it would be hell. 	1	2.7	1.0	0.9
275	My Muslim woman has recently left me. I think she did not know what Jihad. 	1	2.1	1.0	2.35
277	I have googled "how to start a wildfire". I have 48,500 games. 	1	2.79	0.0	0.45
278	My new girlfriend told me, I'm terrible in bed, I told her that it is unfair to make a verdict in less than a minute. 	1	3.05	1.0	0.1
280	My wife has just gave a gingerbaby. We have shaved his head and tell each one that it has cancer. 	1	1.65	0.0	2.9
281	I want to open a gay poker bar. And name "the room of the AIDS" 	1	1.75	0.0	3.25
284	Instead of murder / suicide, I look at the rare suicide / murder, making a high window out and landing on my girlfriend. 	1	2.37	1.0	1.3
285	How do you call a Mexican guy with a rubber band toeh? Roberto. 	1	1.83	0.0	1.25
287	The original big bird has retreated from the sesame road. I was told that he was delicious. 	1	2.0	0.0	0.45
288	Why does the blonde have a wound belly button? Because she had a blond friend. 	1	1.75	1.0	1.7
289	Which branch of the military United States is the patriotic? The air force; They are af. 	1	2.53	1.0	0.4
290	Angels and demons that have a drink together? !!! WTF !!! Bad idea suck sandwich 	1	1.18	1.0	0.5
291	So many people are worthwhile these days that I can only say by saying them. 	1	2.82	1.0	0.1
293	The worst pub in which I have ever been, the violin was called. It was a vile inn. 	1	2.67	1.0	0.1
294	Girlfriend: Promise that you will not be weird 	1	1.95	1.0	0.5
295	My father once told me: "Son, you are not a African't American, you are an African American." Was just a joke. I am black. I have no father. 	1	2.39	1.0	3.45
296	* Selects paper towels instead of the hand dryer as a tree goes into the bathroom * 	1	2.05	0.0	0.05
297	I met a vapor vampire from Romania. He called Vlad the inhaler. 	1	2.05	0.0	0.0
299	How do you find out which candidate in a Ms. America Pageant is a prostitute? Look for the sash that says "I da ho". 	1	2.1	1.0	2.2
300	My iPhone Autocorted The Word Nigga to Nigga, like Whoa iPhone. You can not just drive around the N word. Jesus. 	1	2.16	1.0	2.95
302	How do you get a fat spirit? Expose it. 	1	2.65	0.0	0.5
308	I do not understand why women want to be the same if they could be better. This shows me a lack of ambition. It is no wonder that they are paid less. 	1	1.67	0.0	2.8
309	I do not like American spelling: I do not like color. I do not like neighbors. And I do not like colored neighbors. 	1	1.76	0.0	3.75
310	I came to a knee in the middle of a busy restaurant and pulled out the ring. The whole place was in tears! 'Marry me ... and I'll go back to the grenade.' 	1	2.45	0.0	0.65
311	I wanted to visit Bangkok ... but then I said Phuket. rfl 	1	2.55	1.0	0.8
313	How do you call the argument between two vegans? A vegetable beef. 	1	2.35	0.0	0.25
315	How do you call a clogged detective? No shit, Sherlock. 	1	2.75	0.0	0.15
318	What are you doing if you see a spaceman? Park your car, a man. 	1	1.71	1.0	0.0
320	What have a dildo and a selfie floor together? They both have a pussy at the other end 	1	2.3	1.0	2.85
322	It's just the fifth inning, but both the astros and the Dodgers have just left early to beat the traffic. 	1	1.94	0.0	0.0
323	Welcome in the forties. Your eyebrows are now bushy enough, you can see them without using a mirror. 	1	2.06	1.0	0.15
324	I got my wife special for our anniversary. She took care of my downs syndrome cousin while I went into the pub with my buddies. 	1	1.89	1.0	3.85
325	Serious question: When did the dark network and the normal switch placed? 	1	1.76	0.0	0.0
327	The only bathroom law, where I am interested, is one that vains sighing. 	1	1.78	0.0	0.45
329	My wife refuses to roast every food and insists on eating healthier. It turns into a kitchen Nazi. She always holds everything in the oven. 	1	1.61	0.0	2.65
330	Fart in a packaged elevator ... is wrong on so many levels. 	1	2.82	1.0	0.1
336	Except for my tendency to scream for flying sparks, I would have made an excellent blacksmith. 	1	2.47	1.0	0.0
337	[If someone complements me] Me: I'm not sure how I can react to the reverse ball busting that is straight. 	1	2.06	1.0	0.2
338	Me: [posing sweet for a picture] Mugshot photographer: I said, stop 	1	3.0	0.0	0.0
339	Wife: They behave like a child with this phone. I: Child? I am a grown ass man. Woman: Let me see your phone. Me no. * Snaps me at me: mine 	1	2.15	1.0	0.0
340	My wife always accuses me to have a favorite child. It is not true, I love Matthew and not Matthew right away. 	1	2.85	1.0	0.15
342	How do you call a redhead with a fungal infection? gingerbread 	1	1.84	1.0	1.65
343	I: Good night kids children: good night dad me: Goodnight monsters eating children who are a bad woman: [by radio under the bed] Good night 	1	2.25	1.0	0.2
344	How do you call a Muslim who flies a plane a pilot? 	1	1.69	1.0	1.8
347	I once had a friend who was addicted after drinking fracture fluid. But he said he could stop whenever he wanted! 	1	2.65	1.0	0.05
348	The laughter of a baby can be the most beautiful sound you will ever hear. Unless it is 3 o'clock. And you are alone at home. And you have no baby. 	1	3.1	1.0	0.0
349	Q: What do peroxide blances and black men have in common? A: You have both black roots. 	1	2.2	0.0	1.6
350	Did you hear from the LEPER, who goes for the masturbation world record? Finally he pulled it off! 	1	2.05	1.0	1.3
352	What happened to the Blind Cracking Cisor? He got the sack. 	1	2.3	0.0	0.65
353	The two most popular gifts that women receive on Valentine's Day are a box with things that can die their fat and bouquet of things they can watch. 	1	2.7	0.0	0.5
354	What is the hardest part of the washing of a vegetable? Lay back in the wheelchair 	1	2.6	1.0	3.7
357	When Jews had a planet, I would call it jugend 	1	2.42	1.0	1.25
358	Stephen King has a son called Joe. I do not joke, but he is. 	1	2.1	1.0	0.0
361	[Woman at work] * I press game on cassette {ice cubes - you can do it} Woman: What to hell: Sorry Hun * FF to {Salt N Pepa - Slide} 	1	2.45	1.0	0.25
363	The main reason why I can not continue in life is that the system is set up against people as I am unmotivated and lazy 	1	2.69	0.0	0.25
366	I like jokes about the eyes. The cornea, the better. 	1	2.65	1.0	0.0
367	How do you call a bunch of kitten? A Melowtain. 	1	2.42	1.0	0.0
368	I: I do not think these drugs works 	1	1.95	1.0	0.0
369	Before my wife goes to the hairdressers, my wife asked me, "Which cuts believe that they would make me more attractive" "a damned power cut" ... apparently the wrong answer was obvious! 	1	1.25	1.0	0.55
370	I love it when you drop the ball in the Times Square. It's a nice memory of what I did all year round. 	1	2.95	1.0	0.0
371	The killing of spiders is easy and fulfill when they imagine that they whisper, "they look fat in these pants". 	1	2.61	1.0	0.0
372	Which country has the fastest growing capitol? Ireland. It's Dublin every year 	1	2.47	0.0	0.0
374	Dad: What is a lion and a witch that do in her wardrobe in her wardrobe: It's the Narnia business 	1	3.3	1.0	0.0
375	How do you know when you drown in milk? If it is pasteurise. 	1	2.89	0.0	0.0
376	You: If you make another joke about Millennials to rent things, I leave: Idk I do not buy it 	1	2.6	1.0	0.45
377	I rolled my first joint last night. Fuck, my ankle does hurt this morning 	1	2.95	1.0	0.35
378	Where is the worst place to hide in a hospital? In the ICU. 	1	2.8	0.0	0.3
380	What kind of woman always knows where her husband is? A widow 	1	2.85	1.0	0.7
381	They should never have given girls who fake eyelashes. This chick blinked straight and he sounded as if a herd of pigeons are removed. 	1	1.6	0.0	0.7
382	Why did the feminist cross the road? To suck my cock! 	1	1.67	0.0	3.45
384	Headless mannequins are great because they see them as they see a new shirt after wearing a new shirt after they were disappointed. 	1	2.32	1.0	0.7
385	What is the difference between a police officer and a ball? When a bullet kills someone, you know that it was fired 	1	2.35	1.0	1.0
387	Lonely and awkward people are waiting to talk to them on Twitter with them 	1	2.42	1.0	0.4
388	How many Mexicans do it need to pave a driveway? Six if you cut them thin enough. 	1	1.63	0.0	2.9
389	It's a boy "I shouted" a boy, I do not believe it is a boy ". And with tears, I poured my face, I would swore, I would never visit another Thai brothel! 	1	2.1	1.0	2.2
392	My Christian friend told me he does not believe in the homosexual marriage. He said it should not give a happy marriage. 	1	2.39	0.0	1.65
393	What did the bee told his wife? No, it knows. It is a misterbee. 	1	1.65	0.0	0.0
397	What if Stephen Hawking is the actual slender shady? But we never know it because he can not get up? 	1	2.42	1.0	1.5
399	Teacher: Alright Today we have a spokesman to talk about it, why drugs are bad: [rollerblades through the door, but I'm so high that I'm running in the wall 	1	2.11	0.0	0.55
400	This is an incredible statistic: 18% of all statistics are mistakenly inflated 106% of the time. 	1	2.3	1.0	0.0
401	How does Bill Clinton get an intern into his office? He calls her to his sexyphone. 	1	1.75	0.0	0.95
402	I: [HEADING TO THE RADIO] My Barber: Damn Stops it 	1	3.11	1.0	0.25
404	My wife found out that I was looking at her after she found all the letters I hid. She became so crazy and said she will never play scrabble again with me 	1	3.35	1.0	0.1
405	Do you want to go crazy? Try to kill a fly while wearing a serious conversation. 	1	1.45	1.0	0.15
406	Damn girls, are their clothes comcast customers? Because I can see that you can be demolished tonight. 	1	1.95	0.0	1.0
407	Turn a normal sofa into a sofa bed by just forgeting the birthday of her wife. 	1	3.25	0.0	0.05
408	All gay people open this ㅤㅤ God is a woman 	1	0.27	0.0	1.35
409	Bob said his wife: "I can not work for him anymore, according to what he said to me". Woman: What did he say? Bob: You are fired 	1	2.79	0.0	0.0
411	My wife wears my t-shirts near the house 	1	2.74	1.0	0.05
