id,is_humor,humor_rating,humor_controversy,offense_rating
9159,1,2.5543597,0,0.06669948
9160,0,1.9996175,0,0.092598446
9161,0,2.3625996,0,0.10015052
9162,1,2.284803,0,1.3358572
9163,0,1.5283257,0,0.68817633
9164,1,1.9415802,1,2.9502406
9165,1,1.8084326,0,3.0397854
9166,0,1.781202,0,1.2148885
9167,1,2.0970035,0,0.724895
9168,0,1.5179615,1,0
9169,1,2.5330365,1,0.034570467
9170,0,1.7563883,1,1.2619036
9171,0,0.96922594,0,0
9172,1,2.4095178,1,2.1491184
9173,1,2.1564705,0,0
9174,0,1.6767806,0,0
9175,1,1.8559085,0,0.4276395
9176,1,2.031929,1,0.019699732
9177,1,2.2556226,1,0.04354078
9178,0,2.009512,0,0.03995401
9179,1,2.5732412,0,0
9180,1,2.3452775,1,1.0189942
9181,1,1.9231488,1,1.0161086
9182,1,2.1327474,1,2.2875817
9183,1,1.7464852,1,1.6323318
9184,1,2.6796067,1,0
9185,0,1.9542153,0,0.05615084
9186,1,1.8587718,1,0
9187,1,2.0051544,1,0.009019856
9188,1,2.4128506,0,0.60920554
9189,1,1.9611856,1,0.107874215
9190,0,1.7414048,1,0.09309105
9191,1,2.277342,1,0.9277034
9192,0,1.7781923,0,0.40998706
9193,0,1.659765,0,0
9194,1,1.9112514,1,0.71307486
9195,0,1.6668371,0,0.22926134
9196,0,1.597783,0,0.23912266
9197,1,2.5144904,1,0
9198,0,2.3233,0,0
9199,1,1.3591546,0,1.9295613
9200,1,1.2540587,1,1.3353193
9201,1,2.2542942,1,0.31891513
9202,0,2.3109944,1,0
9203,0,2.41328,0,0
9204,1,2.7662632,0,0.66480225
9205,1,1.9070963,1,1.5114228
9206,1,1.7879529,0,2.0310862
9207,1,2.4762158,1,0.57295144
9208,1,2.335396,1,0
9209,1,2.1988513,1,1.3412791
9210,1,2.8613634,1,0.108329594
9211,0,1.7992864,0,0.05004567
9212,0,1.4639827,0,0.18862668
9213,1,2.3128612,1,1.1692067
9214,1,2.0797765,0,1.65457
9215,0,2.2152274,0,0
9216,1,2.6101568,1,1.3818293
9217,1,2.0763905,0,0.10160919
9218,1,2.4251106,1,0.009925452
9219,1,2.219477,0,1.3630743
9220,1,2.1655774,1,0.9677083
9221,1,1.7620373,0,1.5865805
9222,1,2.0247498,1,1.4283502
9223,0,2.304872,0,0
9224,1,2.7633765,0,0.19124302
9225,1,2.616624,1,0.08682465
9226,1,1.604089,0,0.6438312
9227,1,2.2699635,0,0.090793826
9228,1,2.3473227,1,1.4701045
9229,0,1.6814595,1,0.49881023
9230,0,2.278978,0,0
9231,0,2.529994,0,0.010538598
9232,1,2.7018268,1,1.4975113
9233,1,2.585803,0,0.06217068
9234,1,2.3412836,1,0.019585444
9235,1,1.9531841,0,1.6447421
9236,1,1.8716197,1,0.90173745
9237,1,2.4504619,1,0.16272527
9238,0,1.9300742,0,0.030487103
9239,1,2.398634,1,1.5269815
9240,1,1.9561057,0,3.0120807
9241,0,1.9276558,0,0.9149671
9242,0,1.9498174,0,0.3649618
9243,1,2.1021278,1,2.384132
9244,1,1.8998004,0,2.322147
9245,1,2.706004,0,2.0357108
9246,0,2.23368,1,0
9247,0,1.716567,0,0.004772439
9248,1,1.6257491,1,3.8817043
9249,0,2.2582717,0,1.7185922
9250,1,2.0555675,1,0
9251,0,2.2081902,1,0.16364259
9252,1,2.5136395,1,1.3730484
9253,1,2.005953,0,2.0234535
9254,0,1.6216924,0,0.5075698
9255,1,2.2189507,1,0.76782405
9256,1,2.521249,0,0
9257,0,2.1356683,1,0.03473163
9258,0,1.6741004,0,0.7457834
9259,0,1.6280966,1,0
9260,0,1.8931644,1,0.11399972
9261,1,2.7008982,0,0
9262,0,1.7004609,0,0.296973
9263,0,1.7038666,0,0
9264,0,1.6787815,0,0.07046018
9265,1,2.2497876,0,1.8819319
9266,1,2.0988553,1,0.69336194
9267,1,2.15911,1,0.16936678
9268,1,1.9131665,1,0.034106098
9269,1,2.494649,1,0
9270,1,2.3390386,0,0
9271,0,2.075855,1,0.549116
9272,1,2.0969753,1,0.013895371
9273,0,1.9982562,1,0.24042583
9274,0,1.732133,0,0.24730322
9275,0,1.7092792,0,0.62296015
9276,1,2.3187664,1,0.08204515
9277,1,2.1059556,1,1.4524875
9278,0,1.5686325,0,0.34802628
9279,0,1.8679954,0,0
9280,1,2.4653363,1,0.20704138
9281,1,2.1608813,1,0.026214117
9282,1,2.3298874,1,0.262991
9283,1,1.5604037,0,3.5241685
9284,0,1.996857,0,0
9285,1,1.7209787,1,2.9882104
9286,0,2.5354726,0,0.0621423
9287,0,2.1460364,0,0
9288,0,2.2938077,0,0.13669871
9289,1,2.1494846,1,0.11200524
9290,1,2.4286997,1,0.001729668
9291,0,2.1822984,0,0
9292,0,1.9611691,1,0.047788784
9293,1,1.9281392,1,2.1139987
9294,1,1.9863648,1,2.052093
9295,1,2.5132449,1,0.41362196
9296,0,2.3478253,0,0.102221355
9297,0,1.7656457,1,0
9298,1,1.7084695,1,0.36376762
9299,0,2.0433173,0,0.002090336
9300,1,2.6659272,1,0.39621225
9301,1,2.5998693,1,0.12980297
9302,1,1.8354728,1,2.4954848
9303,0,2.0763257,0,0.037779532
9304,0,1.7337594,0,2.1912496
9305,0,2.0009038,1,0
9306,1,2.3485475,1,0.6873234
9307,1,1.408729,0,1.125996
9308,1,2.0078824,0,0
9309,0,1.3860176,0,0
9310,1,2.522415,0,0.031489223
9311,0,2.5460227,1,0
9312,0,2.4502437,0,0.85816246
9313,1,1.8662609,1,0.32344192
9314,0,2.3899763,0,1.5470146
9315,1,2.356643,1,0.030481158
9316,1,3.0084984,1,0.15476626
9317,1,2.5267835,1,0.086523
9318,0,1.9704512,1,0.8288174
9319,1,2.4621356,1,0.879407
9320,1,2.0604417,1,2.0026672
9321,1,2.4445984,1,0.8427811
9322,1,1.8510803,1,1.6524168
9323,1,2.9353855,1,0.05117011
9324,1,1.8629872,0,3.2565482
9325,1,2.342513,0,1.0056775
9326,1,2.4203718,1,0
9327,1,2.3766682,1,0.601656
9328,0,2.1485832,1,0.00854334
9329,1,1.9673606,1,2.363411
9330,1,1.9783821,0,0.9552726
9331,1,2.4104586,1,0.17081738
9332,1,2.2005289,0,0.44544193
9333,0,1.4297134,0,0
9334,1,1.6767528,0,0
9335,0,2.6452715,1,0.00633729
9336,1,2.1525438,0,0.6948382
9337,1,2.8870559,1,0.61731154
9338,0,2.5755146,1,0.14060882
9339,0,1.9015539,1,0.6672254
9340,1,2.239886,1,0.7251614
9341,0,1.9432042,0,0.12512651
9342,1,2.1942332,0,0.30848762
9343,0,1.9252348,0,0.004155201
9344,1,2.0487504,1,0.40332073
9345,1,1.7431,1,0.36356243
9346,1,2.2599561,1,0
9347,1,2.124258,0,2.2688284
9348,0,1.5275502,1,0.37130404
9349,1,2.3584435,1,0
9350,1,2.1826084,1,1.6556638
9351,0,2.0981631,0,1.3364903
9352,1,1.900243,1,0
9353,0,2.4457724,1,0.2336492
9354,0,1.6455607,0,0.50290185
9355,1,2.2065518,1,0
9356,0,1.607171,0,0
9357,1,2.3341923,0,1.3041503
9358,0,1.5448204,0,0.16789773
9359,1,2.6532576,1,0.31857273
9360,1,2.5195463,1,0.42815953
9361,0,2.6673577,0,0
9362,0,2.167176,0,0
9363,1,2.493548,1,1.0175217
9364,1,2.8739586,0,0.12983629
9365,1,2.2492478,1,2.1878946
9366,1,1.9874643,0,2.692265
9367,1,1.9676404,1,0.00660303
9368,1,2.4222765,1,0.13254409
9369,0,1.7274858,0,0.92577535
9370,1,2.144159,1,1.7508
9371,1,2.0455976,0,2.3786616
9372,0,1.7958285,0,0.06980433
9373,1,1.7530831,1,0.54986924
9374,0,2.6704273,0,0
9375,0,1.474061,0,0.35518858
9376,1,1.5038635,0,3.9699802
9377,1,2.3127909,0,1.8014338
9378,1,2.3583784,1,1.1901234
9379,1,2.0257335,0,1.9013407
9380,1,3.0611174,0,0.01822144
9381,0,2.0540717,1,0
9382,1,2.8760269,1,1.605872
9383,1,2.4743474,0,0.7438793
9384,1,2.6177576,1,0
9385,0,1.6617206,1,0.028718254
9386,1,2.100437,0,0
9387,0,1.7925569,1,0.060826447
9388,1,1.9348537,0,2.3889964
9389,1,2.4126198,0,1.1502377
9390,0,2.5785837,0,0
9391,0,1.437035,0,0.8315261
9392,1,2.3857932,1,0.042103406
9393,1,2.5012288,1,1.1741518
9394,1,2.2336473,1,0
9395,1,1.9274311,0,1.8614205
9396,1,1.571262,0,3.2088814
9397,1,2.2035217,1,0.23013718
9398,1,1.9330032,1,0.1341138
9399,1,2.5048594,0,0.06586441
9400,1,2.2411861,1,1.0686485
9401,1,1.7474118,0,2.2557998
9402,0,2.1820073,0,0
9403,1,2.0640562,1,0.8927772
9404,1,2.6114814,1,0.14168516
9405,0,1.8987678,0,0
9406,1,2.278584,0,0.013821212
9407,0,2.0378091,0,0.000479268
9408,1,2.2587857,1,1.6392308
9409,0,1.6359043,1,0.6676097
9410,0,1.3296633,0,0
9411,1,2.6041825,0,0
9412,0,1.9350127,0,1.2731631
9413,0,1.5137885,0,0.55276406
9414,1,2.5948665,1,1.6887764
9415,0,2.0503535,1,0
9416,1,2.469024,0,0.03550558
9417,0,2.4556992,0,0
9418,1,2.1686754,1,0.5428805
9419,0,2.530825,0,0
9420,1,2.1772637,1,1.9437053
9421,1,2.118806,1,1.6058179
9422,0,2.1395793,0,0.03934419
9423,0,2.021863,0,0.030955432
9424,0,1.2785096,0,0.5329161
9425,1,2.741564,1,0.5666354
9426,1,2.781983,1,0.18177977
9427,1,1.6047311,1,2.8905187
9428,0,1.7833589,0,0.70983803
9429,1,2.082569,0,1.7643284
9430,0,2.4812982,1,0
9431,0,2.2904072,0,0.057569522
9432,1,2.179078,1,0.5036821
9433,0,1.9825577,0,0
9434,1,2.1030803,1,0.38258174
9435,0,1.780823,0,0.003175424
9436,1,2.2409847,1,0.9419243
9437,0,2.4179258,0,0.018288633
9438,1,2.2377956,0,0.70844513
9439,1,2.169514,1,0.5594778
9440,1,2.4985573,1,1.3259593
9441,1,1.7694603,0,0.20817086
9442,1,2.0328865,0,1.5567096
9443,0,2.6962783,0,0
9444,1,2.2805004,1,1.1203498
9445,1,2.1760173,1,0.5119899
9446,0,2.1508656,0,0
9447,1,1.7671816,0,2.0758634
9448,1,2.2397506,1,1.0456283
9449,1,2.5398731,1,0.5357333
9450,1,2.2022526,0,2.5774446
9451,1,2.0496013,1,0
9452,0,1.8564411,0,0.12070813
9453,1,2.6148233,0,0.8270462
9454,0,2.7711558,0,0.0677327
9455,1,2.6212492,1,0.2970952
9456,1,2.7816193,0,0.1454472
9457,1,2.0992148,1,1.8455693
9458,0,1.5520103,0,1.0625901
9459,0,1.5952586,1,0.010998485
9460,1,2.1550448,1,2.49795
9461,0,2.0123518,1,1.1568046
9462,1,2.7409098,1,0
9463,0,1.7426609,0,0.98692197
9464,1,2.1952918,1,0.792141
9465,1,1.8301425,0,0.46829394
9466,1,2.7671325,1,0.05197318
9467,1,2.2844489,1,2.0078197
9468,0,1.8163388,0,0.05612541
9469,0,1.6405178,0,0.56794953
9470,1,2.1387556,1,0
9471,1,2.9073098,1,0
9472,0,1.7816803,0,0
9473,0,1.8544935,0,0.38829267
9474,0,1.5668131,0,0.43800956
9475,0,1.937163,1,0.053070348
9476,0,1.7345271,0,0
9477,1,2.0660424,1,0.111178696
9478,0,1.7658899,1,0
9479,0,2.2624824,0,0
9480,0,2.0061543,0,0
9481,0,2.4040465,0,0
9482,1,2.8703315,1,0.62409604
9483,1,2.4227052,1,0.14038503
9484,0,2.2794557,0,0.7523628
9485,1,2.1516123,0,0.75183296
9486,1,2.1592486,1,0.51367766
9487,0,2.0596962,0,0.12215538
9488,1,2.7680705,1,0.06877043
9489,1,2.1732213,1,0.44130576
9490,0,2.1967726,0,1.1776749
9491,1,2.4680104,0,0.18087918
9492,1,1.9546129,0,0.72179717
9493,1,2.594259,1,0.03666507
9494,0,2.554583,0,0
9495,1,1.9485615,1,2.6554487
9496,0,2.1718955,0,0
9497,1,2.1827207,1,1.038374
9498,0,1.7683394,0,0.04059911
9499,1,1.4750909,1,0.25601384
9500,0,2.0343628,0,0
9501,1,2.4817052,0,0
9502,0,2.6672125,0,0.08951462
9503,1,2.6864305,1,0.049425304
9504,1,2.7160246,1,0.36705655
9505,1,2.1946688,1,0.14777833
9506,1,1.8336265,0,2.8980637
9507,1,2.2792943,1,0.22269852
9508,0,1.3970318,0,0
9509,1,2.3199668,1,1.0491985
9510,0,1.9923683,1,0
9511,1,2.1555333,1,2.056523
9512,0,1.7195452,0,0.02218928
9513,0,1.635993,0,0.23843935
9514,1,2.5205076,1,0.5255105
9515,1,2.170832,1,0.27962145
9516,0,1.6379384,0,0.41305304
9517,1,2.5660143,0,0.033394728
9518,1,2.2461636,1,1.0479909
9519,0,1.7837337,1,0
9520,1,2.8728952,1,1.4002181
9521,1,1.622645,0,0.23306839
9522,0,1.4803305,0,0
9523,0,2.5737321,0,0
9524,1,2.6053536,1,0.80299646
9525,1,2.5377443,1,0
9526,1,2.0979493,0,1.5892442
9527,1,2.7440782,0,0.55696845
9528,0,1.7261896,0,1.1564654
9529,1,2.8971384,1,1.0545411
9530,1,2.0857394,0,2.117725
9531,1,2.2041433,0,0
9532,1,2.2345285,0,0.124809824
9533,0,1.7312938,0,0.29501784
9534,0,2.2016299,0,0
9535,1,1.9978975,1,0.57874185
9536,0,2.1185255,1,1.1588734
9537,1,1.9538364,0,1.6416821
9538,0,2.4291131,1,0.001143025
9539,1,2.3108418,1,0.7108993
9540,1,2.110361,1,2.4028423
9541,0,1.7335263,0,1.2141247
9542,1,2.743016,0,0
9543,0,2.0109193,0,0
9544,0,2.1756754,0,0
9545,1,2.4203527,1,0.36682707
9546,0,1.72462,0,0.37179065
9547,0,1.8726557,0,0.16629912
9548,0,1.7735091,0,1.716563
9549,0,2.4450116,0,0
9550,0,2.251604,1,0
9551,1,2.30276,1,0.72824204
9552,1,2.6272418,1,1.1755327
9553,1,2.038517,1,2.3812459
9554,1,2.540744,0,0.099721216
9555,0,1.6489989,0,0
9556,1,2.1916075,1,0.37658548
9557,1,1.8315332,1,3.030797
9558,1,2.5179393,1,0.17801411
9559,1,2.5130594,0,0.16187686
9560,0,1.6996279,0,0.048051897
9561,0,2.1918256,0,0.15917587
9562,0,1.7054349,0,0.011313458
9563,0,2.1581573,0,0.086972706
9564,0,2.1217942,0,0.01357608
9565,1,2.1524434,1,0
9566,1,2.0061324,0,1.3610928
9567,1,3.0353382,1,1.3761102
9568,0,1.4945966,0,0.49793577
9569,1,2.0936682,1,0
9570,0,1.9960879,0,0.2707619
9571,0,2.365163,0,0.050638895
9572,0,1.8580158,1,0.61792904
9573,1,1.7586046,1,0
9574,1,2.2137244,1,0
9575,1,2.0492723,1,0.21356905
9576,0,1.1734955,0,0
9577,1,2.2764473,1,1.4447418
9578,0,2.4676876,0,0.089326754
9579,1,2.6549761,1,0.4805819
9580,0,1.9918946,1,0.52971584
9581,0,2.550932,0,0.5763321
9582,0,1.9643102,0,0.77669483
9583,1,2.2846854,1,0
9584,1,2.1817586,1,0.79042387
9585,1,2.4734805,1,0.19406715
9586,0,1.4353606,0,0
9587,1,1.844345,1,0.5753981
9588,1,2.4409704,1,0.3381004
9589,0,1.8094468,0,0.018902825
9590,1,2.4213636,1,0.54141235
9591,1,2.1759691,1,1.2648827
9592,1,2.202071,0,0.5839754
9593,0,1.8629396,1,0
9594,1,1.9846371,0,0.49079925
9595,1,2.9090922,1,0.031708464
9596,0,2.237604,1,0
9597,1,2.6685739,0,0.9067371
9598,1,2.301661,1,0.4222854
9599,1,2.1370704,0,0.7378114
9600,1,2.3073847,1,0
9601,0,1.6687607,0,0.258345
9602,1,2.209604,1,2.4910667
9603,1,2.6989923,1,0.22638445
9604,1,2.6884978,1,0
9605,1,2.708759,1,0
9606,1,2.4435313,1,0.13009396
9607,0,1.9156162,1,0
9608,1,2.0723464,1,0.244176
9609,1,2.0861018,0,1.4816412
9610,1,2.3545818,1,0.3828538
9611,0,2.021275,1,0.65912396
9612,1,2.526083,1,0.9562294
9613,0,1.6029832,0,0.20774493
9614,0,1.9025422,0,0
9615,1,2.5995896,1,0
9616,0,2.0765073,0,0.29591697
9617,0,2.1609826,0,0.59392506
9618,1,2.1823168,1,1.802846
9619,1,1.9757057,1,2.931431
9620,1,2.035548,1,1.9207166
9621,1,2.900812,0,0.23345412
9622,1,2.336796,1,0.60645574
9623,0,1.5117894,0,1.3277901
9624,1,2.6859176,1,0.12683931
9625,1,2.575482,1,0
9626,0,1.8361377,0,0.6449377
9627,0,1.8578717,0,0.059012737
9628,0,1.944672,0,0.8741055
9629,0,2.108898,0,0.769973
9630,1,2.8342469,1,0.005877652
9631,0,2.0137806,1,0.30064553
9632,1,2.6715777,0,0
9633,0,1.9781429,0,0.63091916
9634,1,2.1414561,0,0.024930937
9635,1,1.9264618,0,0.027362777
9636,1,1.7845129,1,0
9637,0,2.0565796,1,0
9638,1,2.2429378,1,0.29935798
9639,1,2.3222718,1,2.1164033
9640,0,2.1617968,0,0.981243
9641,1,2.32133,1,2.2348328
9642,1,2.4348407,1,2.2108688
9643,1,1.723434,1,0.1117639
9644,1,2.024141,1,2.041067
9645,1,1.9229033,0,0.9440474
9646,0,1.3963802,0,0
9647,0,1.5415273,0,0.49594405
9648,1,2.3539696,1,0.007419986
9649,1,2.1122265,1,0.60212916
9650,1,2.2792919,1,0.10817828
9651,1,2.197822,1,0
9652,1,2.2693617,1,0.03568261
9653,1,1.8436464,1,0.49658814
9654,0,2.0192604,0,0.041491117
9655,0,1.1528623,1,0.42838576
9656,1,2.5195658,1,0.3623832
9657,1,2.1950445,1,0
9658,0,2.478829,1,0.36129653
9659,0,1.6325837,0,0
9660,1,2.4213557,0,0.18432277
9661,1,1.9895747,1,0
9662,1,2.5235355,1,0.6142335
9663,1,1.5396944,0,0.06392847
9664,1,2.2018006,1,2.8822942
9665,1,2.3544645,0,0.07215019
9666,1,2.4899838,1,0.004734864
9667,0,1.7287991,0,0.16140124
9668,1,2.501783,1,2.272781
9669,0,1.5435834,1,0.13984571
9670,0,2.037614,0,0
9671,1,2.005789,1,0.62083566
9672,1,2.5282474,1,0.21657324
9673,1,2.2413762,0,0.11020411
9674,0,1.8140101,1,0.2877189
9675,1,2.386571,1,0
9676,1,2.5331936,0,0
9677,1,2.5701106,0,2.0129414
9678,0,2.6042356,0,0.00471696
9679,1,2.0807972,1,0.31648898
9680,0,1.9127887,1,0.18689097
9681,1,1.928909,1,2.4465942
9682,1,2.655215,0,0.06989504
9683,1,2.0014644,0,0.07205006
9684,0,1.6310976,0,0.049686525
9685,1,2.3632286,1,0
9686,0,1.9091216,0,0.948467
9687,1,2.4971159,1,0
9688,1,1.9109007,1,2.4708033
9689,1,2.5112245,1,2.1574364
9690,1,2.1402953,1,0.23375067
9691,0,1.9891895,1,0.05427496
9692,1,2.5126104,1,2.619401
9693,0,2.0035193,0,0.19522315
9694,1,1.9865773,1,2.5663462
9695,0,2.4746351,1,0.035595484
9696,1,1.9151218,0,0.8998943
9697,0,1.9399732,1,0.38412082
9698,1,2.294431,0,0.8118211
9699,0,1.8384439,0,0.19430014
9700,1,2.0851474,1,0.35587275
9701,1,2.3234942,1,0.19009897
9702,0,2.0526376,0,0.11797792
9703,1,2.4503505,0,1.1088952
9704,1,2.4361901,1,0
9705,1,2.4912632,0,0
9706,0,2.3428884,0,0
9707,0,1.7973802,0,0
9708,0,1.545179,1,0.16313232
9709,0,2.4767597,1,0.08462309
9710,0,2.3325715,0,0
9711,1,2.3647187,1,0.8679887
9712,0,2.557069,0,0
9713,1,2.3168466,1,0.011821621
9714,0,1.3121336,0,0
9715,1,2.1301725,1,0.17197844
9716,0,2.060133,1,0.14393535
9717,1,2.1280422,1,0.28122663
9718,1,1.9147124,1,2.6998296
9719,0,2.3208997,0,0.027760213
9720,1,2.1723268,1,2.0927463
9721,1,2.9472108,1,0
9722,1,1.4823067,0,0
9723,1,2.1487842,1,1.0598112
9724,1,2.7898836,1,0
9725,1,2.8078892,1,0.1374105
9726,1,2.3652406,0,1.1812842
9727,1,2.186363,1,0.040741097
9728,0,2.2130067,1,0.12751648
9729,1,2.3172722,1,2.0036843
9730,0,2.3588824,0,0.04022413
9731,0,2.0109406,1,0.0707668
9732,1,2.3034806,0,0.0112722
9733,1,1.9908302,0,0.021583924
9734,1,1.8834362,1,0.10167459
9735,1,1.9858888,1,0
9736,1,2.3803666,1,2.1276555
9737,0,2.0173552,0,0
9738,1,2.8435175,1,0.07070074
9739,0,1.5425156,1,0.008417451
9740,1,1.9900271,0,1.1297958
9741,0,2.1338992,0,0.68230575
9742,0,2.2573204,0,0
9743,1,2.2756593,1,0.1336321
9744,0,2.2716787,0,0.2063785
9745,0,1.908145,0,0.7358362
9746,0,2.262409,1,0
9747,1,2.5986328,1,1.8790549
9748,0,2.2766426,1,0.16433533
9749,1,2.2866058,0,2.3186955
9750,1,2.2419121,1,0.3752466
9751,0,1.916668,0,1.3749772
9752,1,1.9374083,1,0.7776453
9753,1,2.022747,0,1.5851897
9754,0,2.4639087,0,0.009839677
9755,0,2.0902085,1,0.022399304
9756,1,2.0986125,0,1.3596343
9757,0,1.8971921,0,0.06476552
9758,1,1.7234148,1,1.4658351
9759,1,2.5155423,0,0.15814221
9760,0,2.3614836,0,0
9761,0,1.9958161,0,2.0309463
9762,0,1.3855101,0,0.22697628
9763,0,2.1235754,0,0.006107804
9764,1,2.3678846,0,0.06944734
9765,0,2.0435483,0,0.67373735
9766,1,2.3700864,1,2.3633533
9767,0,1.8069078,1,0.52038044
9768,0,2.0275753,1,0
9769,0,1.5977471,0,0.858872
9770,1,2.2234287,1,0
9771,1,2.7603726,0,0.3004772
9772,1,2.4414382,1,0.022630518
9773,1,2.3011703,1,1.9268141
9774,0,1.6296154,0,0
9775,0,2.0650146,0,0
9776,1,2.4522243,1,1.8758181
9777,0,1.7770596,1,1.0715135
