id,offense_rating
9670,0.0
9671,0.62083566
9672,0.21657324
9673,0.11020411
9674,0.2877189
9675,0.0
9676,0.0
9677,2.0129414
9678,0.00471696
9679,0.31648898
9680,0.18689097
9681,2.4465942
9682,0.06989504
9683,0.07205006
9684,0.049686525
9685,0.0
9686,0.948467
9687,0.0
9688,2.4708033
9689,2.1574364
9690,0.23375067
9691,0.05427496
9692,2.619401
9693,0.19522315
9694,2.5663462
9695,0.035595484
9696,0.8998943
9697,0.38412082
9698,0.8118211
9699,0.19430014
9700,0.35587275
9701,0.19009897
9702,0.11797792
9703,1.1088952
9704,0.0
9705,0.0
9706,0.0
9707,0.0
9708,0.16313232
9709,0.08462309
9710,0.0
9711,0.8679887
9712,0.0
9713,0.011821621
9714,0.0
9715,0.17197844
9716,0.14393535
9717,0.28122663
9718,2.6998296
9719,0.027760213
9720,2.0927463
9721,0.0
9722,0.0
9723,1.0598112
9724,0.0
9725,0.1374105
9726,1.1812842
9727,0.040741097
9728,0.12751648
9729,2.0036843
9730,0.04022413
9731,0.0707668
9732,0.0112722
9733,0.021583924
9734,0.10167459
9735,0.0
9736,2.1276555
9737,0.0
9738,0.07070074
9739,0.008417451
9740,1.1297958
9741,0.68230575
9742,0.0
9743,0.1336321
9744,0.2063785
9745,0.7358362
9746,0.0
9747,1.8790549
9748,0.16433533
9749,2.3186955
9750,0.3752466
9751,1.3749772
9752,0.7776453
9753,1.5851897
9754,0.009839677
9755,0.022399304
9756,1.3596343
9757,0.06476552
9758,1.4658351
9759,0.15814221
9760,0.0
9761,2.0309463
9762,0.22697628
9763,0.0061078044
9764,0.06944734
9765,0.67373735
9766,2.3633533
9767,0.52038044
9768,0.0
9769,0.858872
9770,0.0
9771,0.3004772
9772,0.022630518
9773,1.9268141
9774,0.0
9775,0.0
9776,1.8758181
9777,1.0715135
9778,0.05468396
9779,0.19495188
9780,0.0
9781,0.0
9782,0.3108127
9783,0.0
9784,0.77120394
9785,0.58701545
9786,0.16688526
9787,0.0915701
9788,0.36416158
9789,0.9344185
9790,0.17584586
9791,0.44430938
9792,0.0
9793,2.2083497
9794,0.0
9795,0.0
9796,0.14855257
9797,0.8147275
9798,0.0
9799,0.36934692
9800,0.36575815
9801,1.1626003
9802,0.044443425
9803,0.21452492
9804,0.14738001
9805,0.0
9806,0.0
9807,0.0
9808,0.0
9809,0.0
9810,0.13015394
9811,0.70125574
9812,0.13008009
9813,0.98313296
9814,0.0
9815,0.24458502
9816,0.0
9817,0.0
9818,0.038520876
9819,0.61211723
9820,0.0
9821,0.1332145
9822,0.0
9823,0.0071374075
9824,0.0
9825,0.30512694
9826,0.009204754
9827,0.49268553
9828,0.43554804
9829,0.046089176
9830,0.27092087
9831,2.1562636
9832,0.3003353
9833,0.16108108
9834,0.0
9835,0.5662149
9836,0.0
9837,1.2162403
9838,0.008934804
9839,0.5461458
9840,3.0335207
9841,0.0
9842,0.8944183
9843,1.0382861
9844,1.2463521
9845,0.07848609
9846,0.36869273
9847,0.22926652
9848,0.12306289
9849,1.8701109
9850,0.43981716
9851,0.81637686
9852,1.4185088
9853,0.3484087
9854,0.45435828
9855,0.11507745
9856,0.10303464
9857,1.4577824
9858,0.124833964
9859,1.3182766
9860,0.0
9861,1.803939
9862,0.2152866
9863,0.02311
9864,0.16136424
9865,0.0
9866,0.0
9867,0.66350466
9868,0.32694682
9869,0.0
9870,0.4553107
9871,2.1541805
9872,0.78229
9873,0.0
9874,2.914896
9875,0.0
9876,0.33508915
9877,2.227728
9878,0.0
9879,0.032862604
9880,0.047996823
9881,0.5050991
9882,1.7013952
9883,0.1509955
9884,0.0
9885,0.01717469
9886,1.091349
9887,0.36979127
9888,1.1779906
9889,0.07417835
9890,0.24567
9891,0.12834263
9892,1.2278546
9893,0.03753624
9894,1.0767156
9895,1.34894
9896,0.0
9897,2.3547306
9898,0.9418315
9899,3.0640292
9900,0.6177711
9901,0.47933802
9902,0.05558955
9903,0.5568331
9904,0.03933646
9905,1.6546861
9906,1.5914557
9907,0.13022728
9908,0.0
9909,0.0
9910,0.4908995
9911,0.42540222
9912,2.2589593
9913,0.18146649
9914,0.0
9915,2.386712
9916,0.31124
9917,0.3257092
9918,0.0
9919,0.26805747
9920,0.0
9921,2.0047257
9922,0.013782616
9923,0.20310885
9924,0.8682066
9925,1.0787318
9926,1.3577994
9927,0.31998283
9928,0.0
9929,1.8402418
9930,0.3402989
9931,0.0
9932,1.3419298
9933,0.0
9934,0.0
9935,1.9618636
9936,0.7038477
9937,0.0
9938,0.0
9939,0.15521637
9940,3.7037706
9941,0.89260256
9942,1.5626894
9943,0.11141039
9944,0.0858285
9945,0.0
9946,0.8748278
9947,0.09278344
9948,0.75290877
9949,0.0
9950,1.6094732
9951,0.022563843
9952,0.0
9953,0.122823685
9954,0.0
9955,2.9046378
9956,0.00079019484
9957,0.08637183
9958,1.0370272
9959,0.048742656
9960,0.74831223
9961,0.0
9962,1.7458493
9963,0.064493194
9964,0.0
9965,0.056418587
9966,0.054631185
9967,0.74708813
9968,0.09609506
9969,0.005380177
9970,0.0
9971,0.0
9972,2.575695
9973,0.698031
9974,0.2938815
9975,0.015915377
9976,0.10515768
9977,0.0
9978,0.07838882
9979,0.0
9980,1.428753
9981,0.0
9982,0.0
9983,1.732951
9984,1.5792118
9985,0.25118527
9986,0.050128676
9987,0.4664486
9988,0.054710764
9989,0.6628767
9990,0.0
9991,0.0
9992,0.6349581
9993,0.024665585
9994,0.0
9995,0.72004986
9996,2.3871021
9997,0.25171483
9998,1.296572
9999,0.03251292
10000,0.5151761
